character,id,favs,posts
uzuki_kou_(3rd_costume),6476262,24,87
sakura_miku_(rella),6214750,42,87
nearl_the_radiant_knight_(arknights),6224771,84,87
yuki_miku_(2010),8081957,93,87
deoxys,1004971,80,87
kitasan_black_(crowning_ooban)_(umamusume),5958553,35,87
irys_(irys_2.0)_(hololive),6753936,57,87
roto_(kanae),5474788,21,86
no._21:_feral_scent_(pgr),6200647,40,86
inugami_korone_(street),3913756,51,86
shishiro_botan_(button-down),4751487,96,86
saigyou_ayakashi,613652,138,86
magical_mirai_miku_(2022),6303062,49,86
frieza,8507083,40,86
hoshimachi_suisei_(oriental_suit),7615520,56,86
cure_aqua,895703,22,86
li_sui_(tentacles),6956214,6,86
sukoya_kana_(1st_costume),3634616,73,85
mysterious_heroine_x_(fate),3441906,69,85
goldenglow_(party_in_the_garden)_(arknights),7807277,39,85
haaton_(akai_haato),3415174,57,85
kuramochi_meruto_(1st_costume),6137565,18,85
natsuiro_matsuri_(1st_costume),5546883,51,85
servant_(danganronpa),5782115,10,85
cure_star,3847713,26,84
scary_monsters_(stand),5757303,19,84
saratoga_mk_ii_(kancolle),2855072,95,84
arjuna_(third_ascension)_(fate),6613673,16,84
dark_knight_(final_fantasy),2267531,108,84
shirakami_fubuki_(fubukitek),4068009,38,84
cure_diamond,7539377,16,84
ryuujou_kai_ni_(kancolle),3155980,84,84
the_count_of_monte_cristo_(fate),7496251,18,83
magical_mirai_miku_(2020_summer),4011520,65,83
ebi-chan_(gawr_gura),5040159,50,83
yukihana_lamy_(casual),5433821,63,83
lysithea_von_ordelia_(timeskip),6106061,55,83
gilgamesh_(caster)_(fate),3048489,47,83
dusk_(everything_is_a_miracle)_(arknights),5542728,62,83
pokobee,5647016,145,83
kitakami_kai_ni_(kancolle),3183974,48,83
hiei_kai_ni_(kancolle),2549999,40,82
mayano_top_gun_(scramble_zone)_(umamusume),5391520,71,82
cu_chulainn_alter_(fate),3562428,34,82
ouro_kronii_(4th_costume),7601546,74,82
matsukai_mao_(1st_costume),5553324,25,82
lord_el-melloi_ii,2951189,35,82
zhongli_(lantern_rite)_(genshin_impact),6018152,30,82
yuuka_(pajamas)_(blue_archive),8610069,137,82
yamakaze_kai_ni_(kancolle),4899808,42,82
cure_beauty,1350008,38,81
furutaka_kai_ni_(kancolle),3636679,35,81
sonetto_(emotion_in_tranquility)_(reverse:1999),7727864,15,81
fate_testarossa_(movie_1st_form),912934,24,81
rei_(cookie),2019900,38,81
irys_(irys_1.0)_(hololive),4625059,80,81
giratina_(origin),4406111,57,81
frye_(deep_cut_outfit)_(splatoon),5706117,57,81
honekoneko_(psg),5231684,83,81
mononobe_alice_(1st_costume),6211197,28,80
aki_rosenthal_(1st_costume),5669532,50,80
kiyohime_(second_ascension)_(fate),3525670,124,80
cure_friendy,9053443,23,80
saria_(the_law)_(arknights),4720372,44,80
skadi_the_corrupting_heart_(sublimation)_(arknights),7310394,58,80
igarashi_rika_(1st_costume),6137562,26,80
minamoto_no_raikou_(second_ascension)_(fate),7874606,52,80
cure_blossom,4422735,90,79
kaniki_(sameko_saba),9548772,78,79
metatron_jeanne_(fate),9235518,60,79
natsuiro_matsuri_(casual),4564684,41,79
yae_sakura_(gyakushinn_miko),5110121,55,79
devil_jin,7233903,23,79
ooi_kai_ni_(kancolle),5771503,68,79
gotoh_hitori_(octopus),6695687,69,79
gema,5006020,32,79
meowy_(chainsaw_man),3828991,66,79
timcanpy,4298889,13,79
charlemagne_(first_ascension)_(fate),7591300,25,78
akigumo_kai_ni_(kancolle),4185386,33,78
diarmuid_ua_duibhne_(fate),1348675,64,78
liv:_empyrea_(pgr),5868260,32,78
male_byleth_(awakened)_(fire_emblem),5865884,32,78
elysia_(miss_pink)_(honkai_impact),5498635,57,78
kedama_(touhou),799429,71,78
mash_kyrielight_(demi-servant),5974282,54,78
tequila_(cardwinner)_(arknights),5371930,10,78
gilberta_(arknights),6886329,45,78
elizabeth_rose_bloodflame_(1st_costume),7734853,70,78
calstone_light_o_(one_true_path)_(umamusume),8139149,28,77
katsushika_hokusai_(traveling_outfit)_(fate),3304889,63,77
nachi_kai_ni_(kancolle),3546564,38,77
junko_(new_year)_(blue_archive),5936150,55,77
kageyama_shien_(1st_costume),4633515,12,77
raising_heart_(device_mode)_(1st),465563,26,76
kagamine_rin_(roshin_yuukai/hard_rkmix),5511203,51,76
asashio_(halloween)_(kancolle),3302728,41,76
mari_(spirit)_(omori),5724368,18,76
kisaki_(kindergarten_uniform)_(blue_archive),9048864,76,76
reaper_(final_fantasy),5390967,43,76
kamanosuke_(zenless_zone_zero),9639060,88,76
himemori_luna_(sundress),4639609,49,76
cure_lillian,7689443,19,76
forest_bunny_(omori),6374586,24,76
asashimo_kai_ni_(kancolle),3670387,22,76
cure_passion,563922,21,76
alastor_(shakugan_no_shana),930967,92,76
gilles_de_rais_(fate),1348675,64,75
marcille_donato_(lord),7554448,34,75
giratina_(altered),1004971,80,75
futatsuiwa_mamizou_(human),7246054,45,75
nursery_rhyme_(third_ascension)_(fate),3195951,29,75
toon_zelda,623117,29,75
nier_(brother),4509017,31,75
melusine_(second_ascension)_(fate),4650448,109,75
fumizuki_kai_ni_(kancolle),5353763,28,75
ex-rumia,4556598,121,75
elysia_(hi_love_elf)_(honkai_impact),9764991,24,74
astesia_(starseeker)_(arknights),4146780,70,74
poyoyo_(nakiri_ayame),4930643,106,74
female_robin_(grima)_(fire_emblem),5513246,100,74
soul_(deltarune),9449182,22,74
kanade_izuru_(1st_costume),6903317,11,74
lucie_(millie_parfait),5114898,36,74
amatsukaze_kai_ni_(kancolle),6498102,28,74
cure_mint,897739,13,74
cure_grace,4422735,90,73
kaori_(splatoon),3347782,22,73
blanca_(fate),6638502,23,73
ushio_kai_ni_(kancolle),6136720,32,73
yuki_miku_(2024),6662204,40,73
hoshino_(second_year)_(blue_archive),6017795,51,73
saber_(honkai:_star_rail)_(fate),9629988,157,73
transcend_(zoku-zoku_gizmo)_(umamusume),7337684,41,72
seele_(alter_ego),4491129,69,72
daiichi_ruby_(brilliant_red_gemstone)_(umamusume),6158616,38,72
oozora_subaru_(suspenders),4468983,43,72
jean_(gunnhildr's_legacy)_(genshin_impact),5031768,121,72
graf_eisen_(hammerform),829867,37,72
venti_(archon)_(genshin_impact),5479806,42,72
leisurely_otter_(genshin_impact),7000689,75,72
nilou_(breeze_of_sabaa)_(genshin_impact),8012621,40,72
shiranui_(autumn)_(kancolle),2892474,52,71
racing_miku_(2022),6753400,53,71
petra_gurin_(2nd_costume),5627220,68,71
mist_(path_of_radiance)_(fire_emblem),532395,29,71
gavis_bettel_(1st_costume),6791068,13,71
raising_heart_(standby_mode),3059813,32,71
verniy_(saury_festival)_(kancolle),2872435,61,71
mostima_(spellbreaker)_(arknights),4375280,74,71
bardiche_(zanber_form)_(nanoha),192477,40,71
gilgamesh_(immoral_biker_jacket)_(fate),139307,42,71
larva_tiamat_(fate),6308520,68,71
omaru_polka_(1st_costume),5785530,66,70
kylar_(male)_(degrees_of_lewdity),8867942,12,70
death-sensei_(mori_calliope),4448872,196,70
watson_amelia_(street_casual),4581895,64,70
vestia_zeta_(1st_costume),5760752,81,70
seele_vollerei_(herrscher_of_rebirth),8014806,66,70
makiatto_(girls'_frontline_2),8558012,95,70
agent_8_(side_order),6066930,18,70
anya_melfissa_(1st_costume),4229325,59,70
pers_(genshin_impact),8039298,39,70
mordred_(second_ascension)_(fate),3436181,99,70
meltryllis_(swimsuit_lancer)_(fate),5649986,188,70
mettaton,3074138,80,69
fu_hua_(night_squire),3439789,79,69
yukihana_lamy_(new_year),4310171,74,69
ninomae_ina'nis_(pastry_chef),7402011,62,69
nakagawa_nana,4487319,52,69
orfevre_(control)_(umamusume),9742396,31,69
sakura_laurel_(saisir_le_reve)_(umamusume),9272176,22,69
raising_heart_(device_mode),333182,35,69
wonder_acute_(butterfly_sting)_(umamusume),5871859,23,69
tosaki_mimi_(4th_costume),6040746,24,69
reed_the_flame_shadow_(curator)_(arknights),7089261,51,69
otomachi_una_(talkex),2722037,25,69
tachibana_hinano_(1st_costume),8768243,39,68
fugue_(honkai:_star_rail),8591564,77,68
shinomiya_runa_(1st_costume),5607543,33,68
nhk_(voiceroid),6310191,25,68
kasane_teto_(halloween),8348485,27,68
cure_pine,884707,21,68
airani_iofifteen_(1st_costume),4485960,67,68
shin'you_(maid)_(kancolle),4547776,30,68
unicorn_(long-awaited_date)_(azur_lane),3413770,139,68
pam-pam,5962847,18,68
ayunda_risu_(1st_costume),5690331,51,68
sonetto_(parade_anthem)_(reverse:1999),6945124,16,68
wonderlands_x_showtime_miku,6091915,27,67
jeanne_d'arc_alter_(ver._shinjuku_1999)_(fate),5173207,64,67
aru_(new_year)_(blue_archive),6823762,76,67
faruzan_(genshin_cafe_in_seoul)_(genshin_impact),6845139,56,67
enemy_aircraft_(kancolle),2290948,62,67
cure_yell,4422735,90,67
taisa_(cookie),4885148,35,67
logos_(npc)_(arknights),5740821,31,67
komaru_(himouto!_umaru-chan),2192994,74,67
hoshimachi_suisei_(stellar_into_the_galaxy),4720016,75,67
jellyfish_(splatoon),5789970,12,67
diarmuid_ua_duibhne_(lancer)_(fate),1348675,64,67
kiss-shot_acerola-orion_heart-under-blade,3663821,95,67
fu_hua_(phoenix),3302900,53,66
ptilopsis_(elite_ii)_(arknights),4002848,104,66
toon_link,662141,41,66
gawr_gura_(school_uniform),8449536,94,66
kuzuha_(2nd_costume)_(nijisanji),3710500,15,66
homulilly,4697499,73,65
ojou-sama_zundamon,7809292,13,65
yingxing_(honkai:_star_rail),7327164,59,65
suomi_(girls'_frontline_2),8541888,79,65
phenny_(project_sekai),6130545,51,65
vf-1,548590,33,65
haruka_(new_year)_(blue_archive),5935333,78,65
toxtricity,4509585,12,65
neru_(school_uniform)_(blue_archive),8825960,48,65
fubuzilla_(shirakami_fubuki),7669890,41,65
cell_(dragon_ball),716405,287,65
chrono_genesis_(prismatic_curator)_(umamusume),9766617,23,65
agnes_digital_(lovely_jiangshi)_(umamusume),5786158,24,65
sirin_(miracle_magical_girl),6675612,52,65
k.s.miracle_(prism)_(umamusume),7278429,21,65
mon3tr_(summon)_(arknights),4865801,70,64
chibi_miku,474581,102,64
lil-la_(yu-gi-oh!),5787490,38,64
cure_rouge,857485,18,64
makaino_ririmu_(3rd_costume),4064951,42,64
cloudy_(wuthering_waves),7654284,62,64
akagi_kai_ni_(kancolle),3536582,90,63
tamamo_cross_(with_lightning_speed)_(umamusume),5457060,33,63
ninomae_ina'nis_(school_uniform),9298119,59,63
endministrator_(arknights),6813183,67,63
sen_no_rikyu_(second_ascension)_(fate),5684574,57,63
gonzales_(love_live!),8926333,10,63
carbuncle_(puyopuyo),669270,21,63
shishio_chris_(3rd_costume),5062592,16,63
skadi_(the_next_afternoon_tea)_(arknights),6596058,69,63
vodka_(wild_top_gear)_(umamusume),3076058,29,63
upao_(amane_kanata),6406525,40,63
sakurako_(idol)_(blue_archive),8317132,66,63
serina_(nurse)_(blue_archive),5811784,109,63
shirakami_fubuki_(fbkingdom),8248846,81,63
saitou_hajime_(first_ascension)_(fate),6258314,22,63
crazy_mita_(miside),8731251,126,63
mari_(birthday)_(omori),8949228,9,63
theresa_apocalypse_(luna_kindred),6794255,84,63
falulu_(awakened),2609739,8,63
captain_nemo_(first_ascension)_(fate),3330653,28,63
chou-10cm-hou-chan_(akizuki's),2619108,55,63
luma_(mario),4212396,114,63
kuroshio_kai_ni_(kancolle),3605141,40,63
bronya_zaychik_(silverwing:_n-ex),5121471,137,63
tsukino_mito_(summer_uniform),4160367,88,62
serika_(new_year)_(blue_archive),6154669,97,62
leva_(girls'_frontline_2),7008061,78,62
raising_heart_(exelion_mode),294196,58,62
raising_heart_(exceed_mode),595390,43,62
wakaba_mutsumi_(doll),9113023,15,62
elysia_(coco)_(honkai_impact),6786623,53,62
amane_kanata_(cutesy_punk),6430498,69,62
okita_souji_(teal_haori_and_hakama)_(fate),4984794,57,62
shiranui_(nakiri_ayame),3326104,71,62
unown,5622279,49,62
noshiro_kai_ni_(kancolle),4417331,42,62
haruka_(suit)_(blue_archive),7264061,54,62
dooby_(1st_costume),8352802,37,62
rhein_kraft_(dream_successor)_(umamusume),7431836,21,62
aesc_(savior)_(fate),6545353,102,62
umikaze_kai_ni_(kancolle),3566606,28,61
miss_cloud,2365983,93,61
gonzalez_(machita_chima),5090520,26,61
hatsune_miku_(supreme),5674562,78,61
kirishima_kai_ni_(kancolle),6934370,39,61
leos_vincent_(1st_costume),5892575,6,61
tokunaga_(tales),1770968,15,61
anko_(gochiusa),3013533,26,61
cure_heart,4422735,90,61
tail_(honkai:_star_rail),6904079,92,61
mayuzumi_kai_(1st_costume),3695298,20,61
fate_testarossa_(original_form),201518,14,61
gomidasu_(kamitsubaki_studio),5488521,35,61
omaru_polka_(casual),5419986,63,61
kotori_(takanashi_kiara),4190169,155,61
marx_(true_form)_(kirby),1000225,41,61
kaga_kai_ni_(kancolle),6393179,58,60
super_sailor_moon,7449305,31,60
callie_(squid_sisters_outfit)_(splatoon),6428773,42,60
aston_machan_(casual)_(umamusume),5744428,33,60
kakavasha_(honkai:_star_rail),7397679,19,60
kinu_kai_ni_(kancolle),2550162,57,60
yukikaze_(summer)_(kancolle),3588044,32,60
tone_kai_ni_(kancolle),2559743,71,60
mettaton_ex,3074138,80,60
queen_draco_(third_ascension)_(fate),6277282,81,60
milk_(yes!_precure_5),738373,23,60
enterprise_(reindeer_master)_(azur_lane),3103053,116,60
cuilein-anbar_(genshin_impact),6268490,96,60
cure_sunny,7449305,31,60
hatsune_miku_(if),4638582,55,60
shiranui_flare_(1st_costume),8770223,42,59
nakiri_ayame_(shrine_maiden),6667884,63,59
classic_revenant,5950054,15,59
mori_calliope_(streetwear),7131157,88,59
otomachi_una_(sugar),4686769,18,59
van_gogh_(second_ascension)_(fate),5497172,29,59
vector_(girls'_frontline_2),8589797,72,59
winter_soldier,2243971,69,59
tome_of_the_night_sky,615722,18,59
ookami_mio_(new_year),4578424,79,59
archetype_earth,5989357,108,59
usada_pekora_(new_year),4181575,38,59
raiden_mei_(herrscher_of_thunder),6012081,75,59
morpeko,6047142,81,59
meltryllis_(swimsuit_lancer)_(first_ascension)_(fate),5649986,188,59
kirito_(sao-ggo),1154668,58,59
shishiro_botan_(midnight_convenience_store),5643311,79,59
vivid_bad_squad_miku,8484819,27,59
cine_hamal,5842870,13,59
finana_ryugu_(1st_costume),5923511,36,58
kal'tsit_(maid)_(arknights),5654762,59,58
phainon_(khaslana)_(honkai:_star_rail),9577290,21,58
whitney_(degrees_of_lewdity),8679272,8,58
murasaki_shion_(magical_girl_maid),6979421,48,58
kamisato_ayaka_(heytea),5777390,148,58
katsushika_hokusai_(first_ascension)_(fate),4278119,43,58
hector_(omori),6425314,7,58
chen_(cat),747810,164,58
female_endministrator_(arknights),6813183,67,58
shigure_(lawson)_(kancolle),5502752,60,58
noa_(pajamas)_(blue_archive),8602252,86,58
naplings_(nimi_nightmare),9195201,168,58
mega_mawile,1731003,47,58
yuki_miku_(2023),5880355,26,58
akigumo_(comiket)_(kancolle),4154333,33,58
gotland_andra_(kancolle),3958378,67,57
karma_(nakiri_ayame),3326104,71,57
luca_kaneshiro_(1st_costume),5776714,19,57
phoenix_(tales),2447351,55,57
gardevoir_(fashionable),4672676,21,57
veronika_(splatoon),5585466,27,57
ceres_fauna_(jirai_kei),5912342,88,57
sailor_chibi_moon,4422735,90,57
add_(fate),3313543,65,57
artoria_pendragon_(lancer)_(fate),5840521,123,57
kamikaze_(valentine)_(kancolle),3416167,34,57
getou_suguru_(kenjaku),7815241,26,57
vina_victoria_(arknights),8259141,66,57
felix_hugo_fraldarius_(timeskip),4958766,19,57
ise_kai_ni_(kancolle),3158323,24,57
mini_durin_(human)_(genshin_impact),9732727,15,57
karenina:_scire_(pgr),5422787,61,56
moona_hoshinova_(1st_costume),6087084,51,56
oozora_subaru_(police),8213521,67,56
fu_hua_(taixuan_impression),6206299,37,56
hatsune_miku_(vocaloid3),8081957,93,56
caren_hortensia_(amor_caren)_(second_ascension),4370647,96,56
suzuya_(school_girl)_(kancolle),5787493,59,56
yuudachi_(halloween)_(kancolle),3672299,27,56
whitney_(male)_(degrees_of_lewdity),6899398,6,56
setanta_(fate),6537896,20,56
vox_akuma_(1st_costume),5747135,19,56
misumi_uika_(caged_singer),9947668,18,56
u-olga_marie,5927658,55,56
wild_geese,3013533,26,56
cosmos_(wuthering_waves),7654234,54,56
perfect_cell,716405,287,55
princess_serenity,7449305,31,55
usagi-san,9724,25,55
nekko_(momosuzu_nene),8213544,51,55
louhi_(second_ascension)_(fate),8540921,41,55
mew_ichigo,4422735,90,55
classic_sonic,3204592,27,55
shadow_(nerissa_ravencroft),6528087,120,55
tsunomaki_watame_(street_casual),7836335,37,55
kasane_teto_(voicepeak),9082465,38,55
hoso-inu,4523202,109,55
selena:_tempest_(pgr),5772734,44,55
nina_kosaka_(1st_costume),4841178,100,55
souya_agb_(kancolle),4597730,24,55
nun_bora_(2nd_costume),5414965,18,55
fighter_(granblue_fantasy),3859590,72,54
shirakami_fubuki_(saint),8714531,42,54
child_gilgamesh_(fate),2734844,80,54
kazagumo_kai_ni_(kancolle),6220579,29,54
hex_maniac_(pokemon_legends:_z-a),9029040,136,54
little_blue_whale_(kancolle),3986250,21,54
hatsune_miku_(heartbeat),5633704,36,54
mococo_abyssgard_(1st_costume),7246196,64,54
dragoon_(final_fantasy),5516540,66,54
poppi_alpha_(xenoblade),2951012,31,54
helena_kai_(kancolle),5343682,78,54
bardiche_(axe_form)_(nanoha),8158469,239,54
kuronushi_(genshin_impact),5287865,21,54
leonardo_da_vinci_(caster)_(fate),5649986,188,53
taiga_(ookami_mio),4450467,100,53
kaburaki_roco_(1st_costume),7898274,19,53
gambier_bay_(sasebo)_(kancolle),3098192,58,53
noir_(persona_5),5426356,99,53
25-ji_kaito,6159290,11,53
cyber_elf_x_(mega_man),1281865,19,53
kriemhild_(first_ascension)_(fate),5397615,118,53
gray_(assassin)_(fate),3496834,67,53
hakui_koyori_(school_uniform),8876374,55,53
cure_march,7449305,31,53
fujimaru_ritsuka_(female)_(decisive_battle_chaldea_uniform),5166324,75,53
yuki_setsuna_(afterschool_school_idol),5374054,35,53
utsugi_uyu_(1st_costume),5348957,13,53
harusame_kai_ni_(kancolle),7448382,36,53
dan_heng_(permansor_terrae)_(honkai:_star_rail),9796082,12,53
raora_panthera_(1st_costume),8022330,50,52
gotoh_hitori_(tsuchinoko),5824474,70,52
oruyanke_(shirakami_fubuki),4117756,51,52
nagant_revolver_(mod3)_(girls'_frontline),8796844,36,52
mika_(track)_(blue_archive),7543578,57,52
chou-10cm-hou-chan_(hatsuzuki's),2587151,39,52
pina_(sao),1315282,28,52
el_condor_pasa_(el_numero_1)_(umamusume),3074089,32,52
masurao_(sekaiju),3353848,12,52
arare_kai_ni_(kancolle),4256819,17,52
bardiche_(scythe_form)_(nanoha),563644,25,52
saegusa_akina_(1st_costume),3658116,15,52
kitkallos_(yu-gi-oh!),5808784,46,52
firefly_(ar-26710)_(honkai:_star_rail),7717328,87,52
hibiscus_the_purifier_(arknights),5402236,55,52
yu_mei-ren_(first_ascension)_(fate),3338721,111,52
sonny_brisko_(1st_costume),5189247,8,52
elira_pendora_(3rd_costume),6211577,42,52
nowaki_(halloween)_(kancolle),5776952,23,52
karyl_(new_year)_(princess_connect!),5056343,67,52
live_twin_lil-la,5535394,25,52
female_byleth_(awakened)_(fire_emblem),5007823,67,51
zain_(omaru_polka),4543772,60,51
oricorio,6821419,19,51
murasaki_shion_(school_uniform),8929681,53,51
zacian,3695653,47,51
fierce_deity,5379123,45,51
sailor_neptune,5403375,47,51
yohane_(genjitsu_no_yohane),5471054,36,51
ayanami_(retrofit)_(azur_lane),5342165,67,51
tachibana_hinano_(5th_costume),7343078,29,51
firefly_(jepella_rebellion)_(honkai:_star_rail),7594445,74,51
alpha:_crimson_abyss_(pgr),5013254,78,51
nakiri_ayame_(cutie_jersey),7442949,39,51
sazanami_kai_(kancolle),3494333,16,51
flower_(vocaloid3),5569657,27,51
nier_(brother)_(post_timeskip),4509017,31,51
mori_calliope_(kawaiiope),9003048,52,51
hyuuga_kai_ni_(kancolle),3762794,43,51
appren-chirps_(fate),3368214,59,51
mega_charizard_x,1517206,28,51
gawain_(third_ascension)_(fate),6844359,27,50
yae_miko_(fox),5381601,159,50
space_ereshkigal_(fate),7952306,67,50
kroos_the_keen_glint_(arknights),4344079,100,50
no._21:_xxi_(pgr),5369360,63,50
bug_miku_(project_voltage),6717378,21,50
space_ishtar_(fate),4286611,94,50
elfriend_(shiranui_flare),6191655,76,50
hikari_(fatalis)_(arcaea),5858135,26,50
meloetta,5389394,23,50
marie_(kimono)_(splatoon),6524590,57,50
red_hood_(dc),5821670,47,50
lost_robin_rondo,4377160,72,50
wavecat_(blue_archive),8009765,95,50
kindred_(league_of_legends),5735589,48,50
ibaraki_douji_(touhou),4197479,51,50
lycanroc_(midday),2483046,20,50
tsubaki_(guide)_(blue_archive),7380492,66,49
yuki_miku_(2020),5344479,27,49
drusilla_(zenless_zone_zero),8417562,80,49
kintoki_(sakura_miko),7946460,42,49
noelle_holiday_(dark_world),4797104,41,49
shiroko_(young)_(blue_archive),7477330,87,49
lady_avalon_(fate),6497316,87,49
serena_(sygna_suit)_(pokemon),5411967,35,49
piyoko_(uruha_rushia),4338047,55,49
theresa_apocalypse_(valkyrie_pledge),3737569,86,49
viper_(final_fantasy),7783438,22,49
shoukaku_kai_ni_(kancolle),5558705,36,49
pod_(nier:automata),2576628,66,49
fu_hua_(shadow_knight),4320755,32,49
zygarde,7775978,35,49
tokino_sora_(casual),5717279,68,49
kokkoro_(new_year)_(princess_connect!),4303155,51,49
momosuzu_nene_(old_design),4035601,37,49
grim_(azur_lane),5708234,72,49
gotland_kai_(kancolle),3318771,77,48
wa2000_(date_in_the_snow)_(girls'_frontline),3365621,63,48
scaramouche_(shouki_no_kami)_(genshin_impact),5828419,47,48
ganyu_(young)_(genshin_impact),7152775,49,48
kiana_kaslana_(white_comet),6285904,78,48
kinomoto_sakura_(miraculous_sakura),8158469,239,48
fairy_miku_(project_voltage),7140409,26,48
alban_knox_(1st_costume),5191212,7,48
nekomusume_(gegege_no_kitarou_6),3010068,43,48
kinomoto_sakura_(kitty),3850999,36,48
irys_(gaming_casual)_(hololive),8170209,91,48
m4a1_(mod3)_(girls'_frontline),3500614,106,48
mega_lucario,5623579,47,48
raising_heart_(buster_mode),570334,35,48
25-ji_rin,5046961,23,48
mem-mem_(precure),7012237,9,48
anastella_(zenless_zone_zero),8417562,80,48
banken_(inui_toko),6296380,44,47
isolde_(and_all_that_jazz)_(reverse:1999),7988619,9,47
morpeko_(full),5403578,53,47
sei_shounagon_(first_ascension)_(fate),3781990,81,47
tingyun_(harmony)_(honkai:_star_rail),6509395,169,47
tokino_sora_(dj_hoodie),6352383,78,47
sophie_(toast_of_the_town)_(tales),2285013,41,47
souryuu_kai_ni_(kancolle),2600588,42,47
masurao_2_(sekaiju),3353848,12,47
poison_miku_(project_voltage),6781911,25,47
richelieu_(mitsukoshi_2017)_(kancolle),3322835,82,47
coralie_6626_planck_(valkyrie_blastmetal),7313842,27,47
genocider_shou,1797260,33,47
narita_taishin_(nevertheless)_(umamusume),4580453,27,47
shingyoku_(female),7222881,15,47
super_sailor_mercury,969789,66,47
claude_von_riegan_(timeskip),3612286,16,47
vivlos_(voyage_etincelant)_(umamusume),7926115,27,47
bernadetta_von_varley_(timeskip),3601916,53,47
klukai_(girls'_frontline_2),8061315,95,47
souryuu_(lawson)_(kancolle),5324872,37,47
keqing_(lantern_rite)_(genshin_impact),4363274,109,47
hack_(apex_legends),5249363,6,47
lamb_(league_of_legends),5735589,48,47
zhuge_kongming_(honkai_impact),4141761,42,47
leo/need_miku,6130545,51,47
merlin_(second_ascension)_(fate/prototype),4117593,74,47
nice_nature_(run&win)_(umamusume),5374483,31,46
tama_kai_ni_(kancolle),2954968,49,46
toxtricity_(amped),6721297,7,46
lycanroc_(midnight),5787707,19,46
pearl_(off_the_hook_outfit)_(splatoon),2939446,16,46
kisaki_(school_uniform)_(blue_archive),8397931,74,46
watarai_hibari_(1st_costume),5514465,5,46
lisbeth_(sao-alo),1773795,73,46
kizuna_akari_(tsubomi),5463161,22,46
bronya_zaychik_(haxxor_bunny),5613756,59,46
yuuhi_(cookie),5715662,37,46
sakura_miko_(flower_fantasista!),8950896,30,46
koyuki_(pajamas)_(blue_archive),7192368,54,46
mega_ampharos,2537045,18,46
tokoyami_towa_(new_year),4335059,82,46
lappland_(ambience_synesthesia)_(arknights),6442143,47,46
sailor_uranus,5403383,43,46
kyokutei_bakin_(fate),5468829,54,46
palmtop_tiger,947500,56,46
gangut_dva_(kancolle),2723435,50,46
marie_antoinette_alter_(fate),7383232,51,46
sprout_mole,8031811,12,46
daifuku_(yukihana_lamy),5583922,69,46
hootsie_(nanashi_mumei),5086442,78,46
mehrak_(genshin_impact),6109595,16,46
acheron_(izumo)_(honkai:_star_rail),7380471,56,46
cure_rosetta,1366911,15,45
nia_(blade)_(xenoblade),8500259,169,45
zuihou_kai_ni_(kancolle),3048165,28,45
kiryu_coco_(1st_costume),4615214,148,45
cure_custard,5708734,12,45
kamen_rider_1_(shin),7682750,34,45
makaino_ririmu_(2nd_costume),3833242,58,45
hatsune_miku_(infinity),1117374,31,45
antonio_salieri_(first_ascension)_(fate),3162431,60,45
artoria_caster_(third_ascension)_(fate),4044419,79,45
kamen_rider_double_(cyclonejoker),4451340,32,45
cure_selene,3580347,19,45
oozora_subaru_(new_year),3869005,36,45
magical_mirai_miku_(2025),9905579,12,45
ange_katrina_(4th_costume),5442286,34,45
ump45_(mod3)_(girls'_frontline),3507632,74,45
minami_rena_(magical_girl),2852396,27,45
nobeta_(witch_skin),8023309,37,45
ange_katrina_(7th_costume),7295880,37,45
mars_(cookie),2553740,40,45
osawa_rurino_(summer_loungewear),8012023,7,45
shizuka_rin_(1st_costume),3057711,77,45
morte_(arknights),6807432,42,45
shishiro_botan_(new_year),4284118,67,45
titan_(shingeki_no_kyojin),1860728,170,45
plasma-chan_(kancolle),4502535,91,45
a-chan_(1st_costume)_(hololive),4390782,147,45
nice_nature_(casual)_(umamusume),5357914,48,44
sophia_(manus_vindictae)_(reverse:1999),7593297,20,44
tomati_(love_live!),7477728,16,44
shingyoku_(male),7038134,7,44
omaru_polka_(school_uniform),6303874,50,44
rumi_(small)_(blue_archive),8182315,46,44
male_robin_(grima)_(fire_emblem),3440952,29,44
march_7th_(nascent_spring)_(honkai:_star_rail),6770601,43,44
magical_mirai_miku_(2020_winter),3776901,44,44
sunny_(hospital_gown)_(omori),5650702,11,44
ushimi_ichigo_(1st_costume),3637242,17,44
joseph_joestar_(old),4919685,29,44
bardiche_(haken_form)_(nanoha),701460,72,44
kyoka_(halloween)_(princess_connect!),3674167,17,44
warrior_(final_fantasy),5268732,63,44
kaela_kovalskia_(1st_costume),5616795,78,44
furfrou,3785965,7,44
seele_vollerei_(swallowtail_phantasm),4669061,54,44
aloupeep_(enna_alouette),7178803,31,44
wis'adel_(arknights),7580715,54,44
admiral_graf_spee_(girl's_sunday)_(azur_lane),3620464,79,44
shigure_(hot_spring)_(blue_archive),6780610,63,44
makigumo_kai_ni_(kancolle),4258378,29,43
manaka_laala_(normal),2475856,17,43
kotama_(camp)_(blue_archive),7022436,45,43
momosuzu_nene_(1st_costume),4475037,37,43
deoxys_(normal),1004971,80,43
oberon_(refreshing_summer_prince)_(fate),6603796,24,43
mega_rayquaza,4855894,24,43
kiyoshimo_kai_ni_(kancolle),7276076,22,43
mishy,5397789,28,43
zundamon_(utau),5062617,27,43
