tag,count
ear_ornament,21866
hair_stick,21626
red_choker,21605
purple_bikini,21448
gothic_lolita,21308
torn_thighhighs,21252
fishnet_thighhighs,21204
white_collar,21145
bangle,20988
brown_coat,20960
white_ascot,20899
yellow_dress,20891
frilled_bow,20757
ninja,20467
harness,20440
headdress,20372
red_ascot,20363
sleeveless_turtleneck,20295
sundress,20251
pink_bowtie,20202
collared_jacket,20187
white_belt,20076
mittens,20048
purple_hat,20025
wedding_ring,20006
star_print,19961
nurse,19912
leggings,19881
highleg_bikini,19829
multicolored_jacket,19803
frilled_thigh_strap,19702
blue_boots,19681
slippers,19622
bridal_veil,19622
fur-trimmed_coat,19599
office_lady,19578
yellow_bikini,19537
paw_gloves,19505
nipple_piercing,19501
white_hoodie,19484
pink_kimono,19364
pink_shoes,19333
layered_dress,19306
swimsuit_under_clothes,19294
red_coat,19250
paw_print,19079
red_shorts,19075
short_over_long_sleeves,18963
animal_costume,18919
green_necktie,18883
horn_ornament,18821
hanfu,18703
layered_skirt,18696
thighlet,18693
asymmetrical_gloves,18657
unworn_eyewear,18647
red_pants,18577
red_leotard,18547
uneven_legwear,18516
triangular_headpiece,18418
head_wreath,18405
mismatched_legwear,18369
clothes_around_waist,18342
sarong,18331
blue_scarf,18266
tied_shirt,18249
bow_bra,18244
animal_hat,18110
armored_dress,18110
backless_dress,17919
red_hakama,17838
yellow_necktie,17766
red_panties,17662
hat_feather,17623
bracer,17613
cross_necklace,17577
randoseru,17572
green_bikini,17410
frilled_hairband,17348
brown_sweater,17314
short_kimono,17298
waitress,17285
grey_shorts,17270
yellow_skirt,17246
pink_thighhighs,17225
brown_cardigan,17126
purple_panties,17041
blue_coat,17041
white_bowtie,17027
orange_shirt,16982
idol,16948
loose_socks,16929
purple_kimono,16923
fox_mask,16911
brown_shorts,16902
earmuffs,16839
bikini_skirt,16773
headphones_around_neck,16750
animal_ear_hairband,16619
leg_warmers,16511
black_capelet,16410
headscarf,16377
knee_pads,16362
bow_hairband,16336
lolita_hairband,16325
star_earrings,16293
pantyhose_under_shorts,16212
flat_cap,16204
tilted_headwear,16115
bead_necklace,16107
black_neckerchief,16104
aqua_necktie,16028
grey_sweater,15863
white_bodysuit,15695
see-through_sleeves,15693
leg_ribbon,15681
belt_pouch,15680
string_panties,15678
navel_piercing,15566
muneate,15565
fur-trimmed_sleeves,15523
purple_bowtie,15502
lace-trimmed_thighhighs,15501
charm_(object),15459
black_scarf,15428
